Year,Month,Day,MaxT,MinT,Precip,Snow,SnowDepth
1980,11,16,32,20,-999,0,-998
1980,11,17,45,14,0,0,-998
1980,11,18,49,22,0,0,-998
1980,11,19,50,24,0,0,-998
1980,11,20,47,26,0,0,-998
1980,11,21,63,26,0,0,-998
1980,11,22,58,32,0,0,-998
1980,11,23,45,27,0.14,1,-998
1980,11,24,30,25,0.18,2,-998
1980,11,25,37,17,-999,0,-998
1980,11,26,41,21,0,0,-998
1980,11,27,37,12,0,0,-998
1980,11,28,58,20,0,0,-998
1980,11,29,67,30,0,0,-998
1980,11,30,67,57,0,0,-998
1980,12,1,58,26,-999,0,0
1980,12,2,29,17,0.1,0,0
1980,12,3,70,23,0,0,0
1980,12,4,69,38,0,0,0
1980,12,5,62,36,0,0,0
1980,12,6,47,25,-999,0,0
1980,12,7,29,25,0.05,-999,0
1980,12,8,43,19,0.02,-999,0
1980,12,9,43,22,0,0,0
1980,12,10,57,25,0,0,0
1980,12,11,67,42,0,0,0
1980,12,12,64,38,0,0,0
1980,12,13,54,22,0,0,0
1980,12,14,64,31,0,0,0
1980,12,15,65,33,0,0,0
1980,12,16,68,50,0,0,0
1980,12,17,76,55,0,0,0
1980,12,18,64,31,0,0,0
1980,12,19,39,17,-999,-999,0
1980,12,20,29,16,-999,-999,0
1980,12,21,56,25,0,0,0
1980,12,22,62,36,0,0,0
1980,12,23,54,40,-999,0,0
1980,12,24,43,11,0,0,0
1980,12,25,60,17,0,0,0
1980,12,26,69,44,0,0,0
1980,12,27,74,44,0,0,0
1980,12,28,67,47,0,0,0
1980,12,29,57,31,0,0,0
1980,12,30,71,36,0,0,0
1980,12,31,62,38,0,0,0
1981,1,1,50,36,0,0,0
1981,1,2,58,28,0,0,0
1981,1,3,57,27,0,0,0
1981,1,4,58,28,0,0,0
1981,1,5,48,30,0,0,0
1981,1,6,50,24,0,0,0
1981,1,7,64,32,0,0,0
1981,1,8,55,34,0,0,0
1981,1,9,49,29,0,0,0
1981,1,10,53,26,0,0,0
1981,1,11,50,21,0,0,0
1981,1,12,62,25,0,0,0
1981,1,13,58,29,0,0,0
1981,1,14,52,25,0,0,0
1981,1,15,43,22,0,0,0
1981,1,16,32,19,0.15,4,0
1981,1,17,32,11,0,0,0
1981,1,18,52,19,0,0,0
1981,1,19,53,25,0,0,0
1981,1,20,48,25,0,0,0
1981,1,21,61,26,0,0,0
1981,1,22,66,32,0,0,0
1981,1,23,71,36,0,0,0
1981,1,24,64,32,0,0,0
1981,1,25,54,34,0,0,0
1981,1,26,44,21,0,0,0
1981,1,27,54,21,0,0,0
1981,1,28,54,27,0,0,0
1981,1,29,46,26,0,0,0
1981,1,30,39,11,0,0,0
1981,1,31,40,15,0.04,0,0
1981,2,1,32,15,0,0,-998
1981,2,2,45,6,0,0,-998
1981,2,3,39,18,0,0,-998
1981,2,4,37,17,0,0,-998
1981,2,5,45,16,0,0,-998
1981,2,6,47,21,0,0,-998
1981,2,7,41,17,-999,-999,-998
1981,2,8,47,10,0,0,-998
1981,2,9,42,18,0,0,-998
1981,2,10,28,-8,0.32,6,-998
1981,2,11,26,-10,0,0,-998
1981,2,12,57,22,0,0,-998
1981,2,13,65,31,0,0,-998
1981,2,14,70,32,0,0,-998
1981,2,15,63,45,0,0,-998
1981,2,16,67,32,0,0,-998
1981,2,17,63,37,0,0,-998
1981,2,18,65,32,0,0,-998
1981,2,19,71,47,0,0,-998
1981,2,20,74,46,0,0,-998
1981,2,21,47,24,0.05,2,-998
1981,2,22,58,24,0,0,-998
1981,2,23,59,39,0,0,-998
1981,2,24,72,31,0,0,-998
1981,2,25,70,34,0,0,-998
1981,2,26,61,30,0,0,-998
1981,2,27,61,40,0,0,-998
1981,2,28,54,27,0,0,-998
1981,2,29,-998,-998,-998,-998,-998
1981,3,1,60,30,0,0,-998
1981,3,2,52,28,0,0,-998
1981,3,3,47,32,0.2,0,-998
1981,3,4,45,29,0.91,4,-998
1981,3,5,52,23,0,0,-998
1981,3,6,47,27,-999,0,-998
1981,3,7,35,24,0.29,6,-998
1981,3,8,48,17,0,0,-998
1981,3,9,50,28,0,0,-998
1981,3,10,53,26,0,0,-998
1981,3,11,53,27,0,0,-998
1981,3,12,57,27,0,0,-998
1981,3,13,58,31,0,0,-998
1981,3,14,59,28,0,0,-998
1981,3,15,63,35,0,0,-998
1981,3,16,67,32,0,0,-998
1981,3,17,60,28,0,0,-998
1981,3,18,48,26,0.29,3,-998
1981,3,19,50,28,0,0,-998
1981,3,20,49,26,0,0,-998
1981,3,21,48,26,-999,0,-998
1981,3,22,56,26,0,0,-998
1981,3,23,62,36,0,0,-998
1981,3,24,57,34,0.15,0,-998
1981,3,25,60,29,0.05,0,-998
1981,3,26,70,38,0,0,-998
1981,3,27,65,35,0,0,-998
1981,3,28,58,32,0.42,2,-998
1981,3,29,62,29,0,0,-998
1981,3,30,62,40,0,0,-998
1981,3,31,54,30,0,0,-998
1981,4,1,70,43,0,0,0
1981,4,2,77,42,0,0,0
1981,4,3,68,31,0.62,-998,-998
1981,4,4,47,29,0.03,0,0
1981,4,5,62,28,0,0,0
1981,4,6,73,40,0,0,0
1981,4,7,66,36,0,0,0
1981,4,8,56,33,0.15,0,0
1981,4,9,74,34,0,0,0
1981,4,10,71,41,0,0,0
1981,4,11,74,40,0,0,0
1981,4,12,74,40,0,0,0
1981,4,13,68,47,-999,0,0
1981,4,14,65,41,0,0,0
1981,4,15,68,38,0,0,0
1981,4,16,77,47,0,0,0
1981,4,17,81,47,0,0,0
1981,4,18,73,44,0,0,0
1981,4,19,69,48,0.05,0,0
1981,4,20,59,44,0.31,0,0
1981,4,21,73,46,0,0,0
1981,4,22,66,41,0,0,0
1981,4,23,71,38,0,0,0
1981,4,24,79,45,0,0,0
1981,4,25,81,45,0,0,0
1981,4,26,84,46,0,0,0
1981,4,27,83,59,0,0,0
1981,4,28,73,50,0,0,0
1981,4,29,83,53,0,0,0
1981,4,30,72,47,0,0,0
1981,5,1,81,42,0,0,0
1981,5,2,86,55,-999,0,0
1981,5,3,75,52,0.36,0,0
1981,5,4,61,41,0.26,0,0
1981,5,5,63,40,0.06,0,0
1981,5,6,66,45,0.06,0,0
1981,5,7,63,41,0,0,0
1981,5,8,60,36,0,0,0
1981,5,9,52,37,0.13,0,0
1981,5,10,69,31,0,0,0
1981,5,11,64,36,0,0,0
1981,5,12,70,39,0.03,0,0
1981,5,13,55,36,0.35,0,0
1981,5,14,72,37,0,0,0
1981,5,15,72,46,0.05,0,0
1981,5,16,58,41,0.18,0,0
1981,5,17,51,43,0.64,0,0
1981,5,18,46,41,0.2,0,0
1981,5,19,56,39,0.08,0,0
1981,5,20,65,42,0,0,0
1981,5,21,66,45,0,0,0
1981,5,22,70,41,0,0,0
1981,5,23,67,45,0,0,0
1981,5,24,73,42,0.05,0,0
1981,5,25,75,48,0.07,0,0
1981,5,26,74,47,0.08,0,0
1981,5,27,78,55,0,0,0
1981,5,28,73,51,1,0,0
1981,5,29,68,50,0.73,0,0
1981,5,30,72,44,0,0,0
1981,5,31,75,51,0.14,0,0
1981,6,1,79,47,0,0,0
1981,6,2,75,50,0,0,0
1981,6,3,74,54,0,0,0
1981,6,4,75,53,0.44,0,0
1981,6,5,79,51,0.42,0,0
1981,6,6,86,53,0,0,0
1981,6,7,87,64,0.06,0,0
1981,6,8,93,59,0,0,0
1981,6,9,92,55,0,0,0
1981,6,10,82,57,0,0,0
1981,6,11,82,53,0,0,0
1981,6,12,94,58,0,0,0
1981,6,13,89,59,0,0,0
1981,6,14,76,45,-999,0,0
1981,6,15,72,40,-999,0,0
1981,6,16,80,39,0,0,0
1981,6,17,89,46,0,0,0
1981,6,18,80,45,0,0,0
1981,6,19,87,50,0,0,0
1981,6,20,92,55,0,0,0
1981,6,21,91,58,0,0,0
1981,6,22,92,55,0,0,0
1981,6,23,96,60,0,0,0
1981,6,24,88,55,-999,0,0
1981,6,25,88,59,0,0,0
1981,6,26,91,54,0.74,0,0
1981,6,27,89,58,0.09,0,0
1981,6,28,87,58,0,0,0
1981,6,29,75,53,0,0,0
1981,6,30,88,52,0,0,0
1981,7,1,86,56,0,0,0
1981,7,2,78,61,0.64,0,0
1981,7,3,78,57,0.05,0,0
1981,7,4,84,55,0,0,0
1981,7,5,89,59,0,0,0
1981,7,6,96,58,0,0,0
1981,7,7,96,55,0,0,0
1981,7,8,83,59,0,0,0
1981,7,9,84,53,0,0,0
1981,7,10,93,51,0,0,0
1981,7,11,94,53,0,0,0
1981,7,12,90,59,0.1,0,0
1981,7,13,83,56,0.2,0,0
1981,7,14,88,59,0.16,0,0
1981,7,15,90,52,0,0,0
1981,7,16,96,56,0.05,0,0
1981,7,17,81,52,0.28,0,0
1981,7,18,81,56,-999,0,0
1981,7,19,93,59,-999,0,0
1981,7,20,91,54,0,0,0
1981,7,21,97,56,0,0,0
1981,7,22,92,56,0,0,0
1981,7,23,90,58,0,0,0
1981,7,24,86,55,0,0,0
1981,7,25,86,57,-999,0,0
1981,7,26,77,53,0.15,0,0
1981,7,27,74,48,0.23,0,0
1981,7,28,85,52,0,0,0
1981,7,29,93,57,0,0,0
1981,7,30,93,53,0,0,0
1981,7,31,88,61,0.11,0,0
1981,8,1,84,62,0,0,0
1981,8,2,93,58,0,0,0
1981,8,3,90,62,0,0,0
1981,8,4,94,58,0,0,0
1981,8,5,92,56,0,0,0
1981,8,6,86,58,-999,0,0
1981,8,7,78,56,0,0,0
1981,8,8,82,52,-999,0,0
1981,8,9,77,54,0.38,0,0
1981,8,10,62,49,0.25,0,0
1981,8,11,72,51,-999,0,0
1981,8,12,70,56,0.04,0,0
1981,8,13,78,53,0.1,0,0
1981,8,14,85,60,0,0,0
1981,8,15,79,54,0,0,0
1981,8,16,81,57,0.02,0,0
1981,8,17,80,50,0.19,0,0
1981,8,18,83,53,0,0,0
1981,8,19,86,55,0,0,0
1981,8,20,83,53,0.03,0,0
1981,8,21,90,52,0,0,0
1981,8,22,82,56,0.13,0,0
1981,8,23,84,51,0,0,0
1981,8,24,86,53,0.03,0,0
1981,8,25,89,57,0.03,0,0
1981,8,26,78,54,-999,0,0
1981,8,27,74,57,0,0,0
1981,8,28,82,52,-999,0,0
1981,8,29,87,52,-999,0,0
1981,8,30,90,53,-999,0,0
1981,8,31,-998,-998,1.45,0,-998
1981,9,1,83,47,0,0,0
1981,9,2,86,52,0.08,0,0
1981,9,3,72,54,0.44,0,0
1981,9,4,77,48,0,0,0
1981,9,5,82,53,0.07,0,0
1981,9,6,72,57,-999,0,0
1981,9,7,64,54,0.31,0,0
1981,9,8,78,50,0,0,0
1981,9,9,81,50,0,0,0
1981,9,10,81,54,-999,0,0
1981,9,11,80,50,0,0,0
1981,9,12,83,50,0,0,0
1981,9,13,82,52,0,0,0
1981,9,14,80,51,-999,0,0
1981,9,15,74,50,0,0,0
1981,9,16,71,50,-999,0,0
1981,9,17,73,41,0,0,0
1981,9,18,84,42,0,0,0
1981,9,19,81,46,0,0,0
1981,9,20,86,49,0,0,0
1981,9,21,81,54,0.01,0,0
1981,9,22,83,53,0,0,0
1981,9,23,83,51,0,0,0
1981,9,24,75,54,0.54,0,0
1981,9,25,81,49,0,0,0
1981,9,26,80,47,0,0,0
1981,9,27,82,44,0,0,0
1981,9,28,86,45,0,0,0
1981,9,29,77,51,0,0,0
1981,9,30,72,51,0,0,0
1981,10,1,72,41,0,0,-998
1981,10,2,75,45,0,0,-998
1981,10,3,71,40,0,0,-998
1981,10,4,67,46,-999,0,-998
1981,10,5,68,45,0.01,0,-998
1981,10,6,72,39,0,0,-998
1981,10,7,77,43,0,0,-998
1981,10,8,71,43,0,0,-998
1981,10,9,63,46,0,0,-998
1981,10,10,73,38,0,0,-998
1981,10,11,73,41,0,0,-998
1981,10,12,69,41,0,0,-998
1981,10,13,57,42,0.05,0,-998
1981,10,14,51,39,0.05,0,-998
1981,10,15,49,40,0.25,0,-998
1981,10,16,55,41,0.16,0,-998
1981,10,17,49,35,0,0,-998
1981,10,18,60,31,0,0,-998
1981,10,19,72,38,0,0,-998
1981,10,20,72,48,0,0,-998
1981,10,21,64,31,0.13,0,-998
1981,10,22,45,33,0.05,0,-998
1981,10,23,55,26,0,0,-998
1981,10,24,47,34,0.03,0,-998
1981,10,25,54,24,0.24,2,-998
1981,10,26,59,32,0,0,-998
1981,10,27,66,44,0,0,-998
1981,10,28,66,41,0,0,-998
1981,10,29,70,45,0,0,-998
1981,10,30,53,36,0.06,0,-998
1981,10,31,50,28,0.25,1,-998
1981,11,1,61,33,0,0,0
1981,11,2,61,40,0,0,0
1981,11,3,67,35,0,0,0
1981,11,4,55,34,0,0,0
1981,11,5,63,36,0,0,0
1981,11,6,52,33,0,0,0
1981,11,7,51,42,-999,0,0
1981,11,8,52,38,0,0,0
1981,11,9,58,29,0,0,0
1981,11,10,64,34,0,0,0
1981,11,11,60,33,0,0,0
1981,11,12,67,34,0,0,0
1981,11,13,67,42,0,0,0
1981,11,14,70,42,0,0,0
1981,11,15,63,41,0,0,0
1981,11,16,71,48,0,0,0
1981,11,17,75,44,0,0,0
1981,11,18,68,42,0,0,0
1981,11,19,44,29,0,0,0
1981,11,20,55,-998,0,0,0
1981,11,21,60,35,0,0,0
1981,11,22,63,40,0,0,0
1981,11,23,57,37,0,0,0
1981,11,24,60,32,0,0,0
1981,11,25,54,38,0,0,0
1981,11,26,39,18,0.21,2,-998
1981,11,27,34,16,0,0,-998
1981,11,28,43,22,-999,-999,-998
1981,11,29,41,25,0,0,-998
1981,11,30,43,31,-999,-999,-998
1981,12,1,43,20,0,0,0
1981,12,2,52,32,0,0,0
1981,12,3,48,26,0,0,0
1981,12,4,51,21,0,0,0
1981,12,5,62,32,0,0,0
1981,12,6,69,39,0,0,0
1981,12,7,63,44,0,0,0
1981,12,8,63,35,0,0,0
1981,12,9,65,34,0,0,0
1981,12,10,64,44,0,0,0
1981,12,11,62,36,0,0,0
1981,12,12,56,36,0,0,0
1981,12,13,45,28,-999,-999,-998
1981,12,14,49,25,0.03,0,-998
1981,12,15,46,26,0,0,-998
1981,12,16,50,30,-999,0,-998
1981,12,17,35,13,0.18,2,-998
1981,12,18,37,12,0,0,-998
1981,12,19,53,24,0,0,-998
1981,12,20,60,47,0,0,-998
1981,12,21,54,38,-999,0,-998
1981,12,22,38,10,0.28,3,-998
1981,12,23,27,7,0.04,1,-998
1981,12,24,32,10,0,0,-998
1981,12,25,41,16,0,0,-998
1981,12,26,34,19,0,0,-998
1981,12,27,30,19,0.02,0,-998
1981,12,28,30,11,0,0,-998
1981,12,29,33,12,0,0,-998
1981,12,30,53,20,0,0,-998
1981,12,31,48,26,0,0,-998
1982,1,1,45,17,0,0,-998
1982,1,2,42,22,0,0,-998
1982,1,3,30,15,0,0,-998
1982,1,4,41,23,0,0,-998
1982,1,5,49,35,0,0,-998
1982,1,6,40,10,-999,-999,-998
1982,1,7,34,1,0,0,-998
1982,1,8,47,7,0,0,-998
1982,1,9,53,17,0,0,-998
1982,1,10,47,7,-999,-999,-998
1982,1,11,55,6,0,0,-998
1982,1,12,49,14,0.02,1,-998
1982,1,13,37,15,0,0,-998
1982,1,14,49,38,0,0,-998
1982,1,15,51,29,0,0,-998
1982,1,16,41,1,-999,0,-998
1982,1,17,57,18,0,0,-998
1982,1,18,53,30,0,0,-998
1982,1,19,52,25,0,0,-998
1982,1,20,43,22,0,0,-998
1982,1,21,39,19,0,0,-998
1982,1,22,26,11,-999,-999,-998
1982,1,23,43,11,0,0,-998
1982,1,24,60,41,0,0,-998
1982,1,25,56,25,0,0,-998
1982,1,26,72,32,0,0,-998
1982,1,27,65,37,0,0,-998
1982,1,28,51,23,0,0,-998
1982,1,29,42,30,-999,0,-998
1982,1,30,48,20,0,0,-998
1982,1,31,50,22,0,0,-998
1982,2,1,45,27,0.17,2,-998
1982,2,2,31,18,0.08,1,-998
1982,2,3,24,1,-999,-998,-998
1982,2,4,5,-11,0.04,1,-998
1982,2,5,15,-14,0,0,-998
1982,2,6,41,-1,0,0,-998
1982,2,7,35,11,0,0,-998
1982,2,8,25,7,-999,-999,-998
1982,2,9,25,-4,-999,-999,-998
1982,2,10,42,17,0,0,-998
1982,2,11,39,15,0,0,-998
1982,2,12,54,20,0,0,-998
1982,2,13,65,32,0,0,-998
1982,2,14,59,32,0,0,-998
1982,2,15,67,37,0,0,-998
1982,2,16,69,37,0,0,-998
1982,2,17,56,42,0,0,-998
1982,2,18,58,29,0,0,-998
1982,2,19,66,29,0,0,-998
1982,2,20,69,39,0,0,-998
1982,2,21,77,42,0,0,-998
1982,2,22,73,41,0,0,-998
1982,2,23,66,27,0,0,-998
1982,2,24,56,21,-999,0,-998
1982,2,25,43,19,0,0,-998
1982,2,26,58,21,0,0,-998
1982,2,27,61,35,0,0,-998
1982,2,28,64,34,0,0,-998
1982,2,29,-998,-998,-998,-998,-998
1982,3,1,64,34,0,0,-998
1982,3,2,68,49,0,0,-998
1982,3,3,58,31,0.13,-999,-998
1982,3,4,44,30,0.38,2,-998
1982,3,5,34,20,-999,0,-998
1982,3,6,47,19,0,0,-998
1982,3,7,49,21,0,0,-998
1982,3,8,50,28,0,0,-998
1982,3,9,59,22,0,0,-998
1982,3,10,67,43,0,0,-998
1982,3,11,70,22,0,0,-998
1982,3,12,64,43,0,0,-998
1982,3,13,60,32,0,0,-998
1982,3,14,62,34,0,0,-998
1982,3,15,61,29,0,0,-998
1982,3,16,63,33,0,0,-998
1982,3,17,62,34,0,0,-998
1982,3,18,56,33,0,0,-998
1982,3,19,49,35,0,0,-998
1982,3,20,56,27,0,0,-998
1982,3,21,48,22,0,0,-998
1982,3,22,53,22,0,0,-998
1982,3,23,60,33,0,0,-998
1982,3,24,59,31,0,0,-998
1982,3,25,48,16,0.1,1,-998
1982,3,26,56,27,0,0,-998
1982,3,27,54,33,0,0,-998
1982,3,28,68,29,0,0,-998
1982,3,29,65,38,0,0,-998
1982,3,30,63,37,0,0,-998
1982,3,31,69,26,0,0,0
1982,4,1,77,47,0,0,0
1982,4,2,68,35,0,0,0
1982,4,3,66,28,0,0,0
1982,4,4,68,31,0,0,0
1982,4,5,57,28,0,0,0
1982,4,6,59,26,0,0,0
1982,4,7,54,29,0,0,0
1982,4,8,48,29,0,0,0
1982,4,9,56,26,0,0,0
1982,4,10,66,24,0,0,0
1982,4,11,81,45,0,0,0
1982,4,12,75,45,-999,0,0
1982,4,13,73,41,0,0,0
1982,4,14,80,44,0,0,0
1982,4,15,74,42,0,0,0
1982,4,16,63,32,-999,0,0
1982,4,17,65,23,0,0,0
1982,4,18,71,42,0,0,0
1982,4,19,58,32,0,0,0
1982,4,20,37,25,0.15,-999,0
1982,4,21,54,18,0,0,0
1982,4,22,68,30,0,0,0
1982,4,23,75,34,0,0,0
1982,4,24,75,44,0,0,0
1982,4,25,74,40,0,0,0
1982,4,26,65,40,0.07,0,0
1982,4,27,52,43,0.07,0,0
1982,4,28,72,36,0,0,0
1982,4,29,69,40,0.04,0,0
1982,4,30,68,39,0,0,0
1982,5,1,78,39,0,0,0
1982,5,2,82,44,0,0,0
1982,5,3,78,47,0,0,0
1982,5,4,76,53,0,0,0
1982,5,5,65,37,0,0,0
1982,5,6,59,28,0,0,0
1982,5,7,67,34,0,0,0
1982,5,8,72,44,0,0,0
1982,5,9,79,45,0,0,0
1982,5,10,73,46,0,0,0
1982,5,11,65,40,0.07,0,0
1982,5,12,45,38,1.06,0,0
1982,5,13,52,34,1.9,0,0
1982,5,14,56,40,0.15,0,0
1982,5,15,64,36,-999,0,0
1982,5,16,64,40,0.04,0,0
1982,5,17,70,41,0,0,0
1982,5,18,76,42,0.06,0,0
1982,5,19,74,50,0,0,0
1982,5,20,68,45,0.15,0,0
1982,5,21,70,40,0,0,0
1982,5,22,75,44,0,0,0
1982,5,23,74,49,0,0,0
1982,5,24,63,44,0.24,0,0
1982,5,25,58,39,0.3,0,0
1982,5,26,75,38,0.29,0,0
1982,5,27,81,48,0,0,0
1982,5,28,81,54,0,0,0
1982,5,29,77,51,0,0,0
1982,5,30,68,44,0.19,0,0
1982,5,31,64,42,0.2,0,0
1982,6,1,64,45,0.02,0,0
1982,6,2,69,44,-999,0,0
1982,6,3,63,45,0.48,0,0
1982,6,4,79,41,0.04,0,0
1982,6,5,72,40,0,0,0
1982,6,6,74,54,0,0,0
1982,6,7,79,41,0,0,0
1982,6,8,82,48,0,0,0
1982,6,9,76,40,0,0,0
1982,6,10,74,44,0,0,0
1982,6,11,71,50,-999,0,0
1982,6,12,75,46,-999,0,0
1982,6,13,74,53,0,0,0
1982,6,14,76,51,0.02,0,0
1982,6,15,74,51,0.12,0,0
1982,6,16,79,41,0,0,0
1982,6,17,74,54,0.07,0,0
1982,6,18,63,48,0.83,0,0
1982,6,19,71,41,0,0,0
1982,6,20,81,47,0,0,0
1982,6,21,82,50,0,0,0
1982,6,22,81,51,0,0,0
1982,6,23,83,52,-999,0,0
1982,6,24,74,52,0.06,0,0
1982,6,25,72,54,0.07,0,0
1982,6,26,74,48,0,0,0
1982,6,27,82,47,0,0,0
1982,6,28,93,55,0,0,0
1982,6,29,90,61,0,0,0
1982,6,30,85,55,0,0,0
1982,7,1,78,56,0.23,0,0
1982,7,2,85,54,0.2,0,0
1982,7,3,89,54,0,0,0
1982,7,4,90,54,0,0,0
1982,7,5,84,59,0,0,0
1982,7,6,80,52,0.02,0,0
1982,7,7,80,51,0,0,0
1982,7,8,84,52,0.07,0,0
1982,7,9,81,56,0.03,0,0
1982,7,10,81,50,0,0,0
1982,7,11,83,54,-999,0,0
1982,7,12,86,53,0,0,0
1982,7,13,82,60,-999,0,0
1982,7,14,89,57,0,0,0
1982,7,15,93,56,-999,0,0
1982,7,16,94,55,0,0,0
1982,7,17,89,55,0,0,0
1982,7,18,92,62,0,0,0
1982,7,19,94,59,0,0,0
1982,7,20,96,62,0,0,0
1982,7,21,96,64,0,0,0
1982,7,22,96,65,0,0,0
1982,7,23,98,63,0,0,0
1982,7,24,95,62,0,0,0
1982,7,25,91,62,0,0,0
1982,7,26,85,63,-999,0,0
1982,7,27,81,62,1.02,0,0
1982,7,28,71,58,0.76,0,0
1982,7,29,67,58,0.91,0,0
1982,7,30,76,55,0.21,0,0
1982,7,31,86,55,0,0,0
1982,8,1,93,58,0,0,-998
1982,8,2,91,64,0.09,0,-998
1982,8,3,88,63,0,0,-998
1982,8,4,84,60,0.22,0,-998
1982,8,5,89,57,0,0,-998
1982,8,6,90,57,-999,0,-998
1982,8,7,86,58,0,0,-998
1982,8,8,83,57,0,0,-998
1982,8,9,89,60,0,0,-998
1982,8,10,80,63,0.25,0,-998
1982,8,11,80,56,-999,0,-998
1982,8,12,89,58,0.21,0,-998
1982,8,13,79,59,0.07,0,-998
1982,8,14,87,57,0,0,-998
1982,8,15,88,60,0,0,-998
1982,8,16,86,57,0,0,-998
1982,8,17,84,58,0.03,0,-998
1982,8,18,91,60,0,0,-998
1982,8,19,89,67,0,0,-998
1982,8,20,84,61,1.65,0,-998
1982,8,21,84,57,0.04,0,-998
1982,8,22,81,59,0.03,0,-998
1982,8,23,86,59,-999,0,-998
1982,8,24,82,59,0,0,-998
1982,8,25,79,57,0,0,-998
1982,8,26,90,60,0.11,0,-998
1982,8,27,89,58,0,0,-998
1982,8,28,90,57,0,0,-998
1982,8,29,87,56,0.02,0,-998
1982,8,30,87,58,0,0,-998
1982,8,31,90,59,0,0,-998
1982,9,1,87,61,0,0,0
1982,9,2,80,53,0,0,0
1982,9,3,87,55,0,0,0
1982,9,4,89,59,0,0,0
1982,9,5,76,59,0.2,0,0
1982,9,6,76,48,0,0,0
1982,9,7,79,51,0,0,0
1982,9,8,80,53,0,0,0
1982,9,9,87,56,0,0,0
1982,9,10,84,57,0,0,0
1982,9,11,63,47,0.45,0,0
1982,9,12,59,43,0.36,0,0
1982,9,13,57,46,1.56,0,0
1982,9,14,55,40,0.85,0,0
1982,9,15,58,43,0.39,0,0
1982,9,16,75,44,0,0,0
1982,9,17,65,48,0.12,0,0
1982,9,18,74,45,0.03,0,0
1982,9,19,68,52,0,0,0
1982,9,20,67,48,0.07,0,0
1982,9,21,75,46,0,0,0
1982,9,22,82,51,0,0,0
1982,9,23,77,53,0,0,0
1982,9,24,71,47,0.05,0,0
1982,9,25,71,51,0,0,0
1982,9,26,75,58,0,0,0
1982,9,27,79,49,0,0,0
1982,9,28,70,45,0,0,0
1982,9,29,70,41,0,0,0
1982,9,30,61,39,0.28,0,0
1982,10,1,52,37,0.12,0,0
1982,10,2,68,37,0,0,0
1982,10,3,73,38,0,0,0
1982,10,4,70,44,0,0,0
1982,10,5,72,41,0.04,0,0
1982,10,6,67,34,0.02,0,0
1982,10,7,76,38,0,0,0
1982,10,8,64,39,0.3,0,0
1982,10,9,47,32,0,0,0
1982,10,10,52,32,0,0,0
1982,10,11,55,27,0,0,0
1982,10,12,56,34,0,0,0
1982,10,13,55,34,0.28,-999,0
1982,10,14,68,34,0,0,0
1982,10,15,70,43,0,0,0
1982,10,16,70,42,0,0,0
1982,10,17,74,43,0,0,0
1982,10,18,72,45,0,0,0
1982,10,19,57,29,0.39,2,0
1982,10,20,56,27,0,0,0
1982,10,21,62,33,0,0,0
1982,10,22,68,36,0,0,0
1982,10,23,71,41,0,0,0
1982,10,24,74,45,0,0,0
1982,10,25,68,52,0.04,0,0
1982,10,26,69,44,0,0,0
1982,10,27,62,35,0.22,-999,0
1982,10,28,61,35,0,0,0
1982,10,29,51,32,0,0,0
1982,10,30,57,32,0,0,0
1982,10,31,60,37,0.02,0,0
1982,11,1,-998,-998,-998,-998,-998
1982,11,2,-998,-998,-998,-998,-998
1982,11,3,-998,-998,-998,-998,-998
1982,11,4,-998,-998,-998,-998,-998
1982,11,5,-998,-998,-998,-998,-998
1982,11,6,-998,-998,-998,-998,-998
1982,11,7,-998,-998,-998,-998,-998
1982,11,8,-998,-998,-998,-998,-998
1982,11,9,-998,-998,-998,-998,-998
1982,11,10,-998,-998,-998,-998,-998
1982,11,11,-998,-998,-998,-998,-998
1982,11,12,-998,-998,-998,-998,-998
1982,11,13,-998,-998,-998,-998,-998
1982,11,14,-998,-998,-998,-998,-998
1982,11,15,-998,-998,-998,-998,-998
1982,11,16,-998,-998,-998,-998,-998
1982,11,17,-998,-998,-998,-998,-998
1982,11,18,-998,-998,-998,-998,-998
1982,11,19,-998,-998,-998,-998,-998
1982,11,20,-998,-998,-998,-998,-998
1982,11,21,-998,-998,-998,-998,-998
1982,11,22,-998,-998,-998,-998,-998
1982,11,23,-998,-998,-998,-998,-998
1982,11,24,-998,-998,-998,-998,-998
1982,11,25,-998,-998,-998,-998,-998
1982,11,26,-998,-998,-998,-998,-998
1982,11,27,-998,-998,-998,-998,-998
1982,11,28,-998,-998,-998,-998,-998
1982,11,29,-998,-998,-998,-998,-998
1982,11,30,-998,-998,-998,-998,-998
1982,12,1,44,30,0.03,-999,-998
1982,12,2,44,32,0,0,-998
1982,12,3,50,24,0,0,-998
1982,12,4,58,29,0,0,-998
1982,12,5,50,31,0,0,-998
1982,12,6,53,29,0,0,-998
1982,12,7,46,20,0.03,2,-998
1982,12,8,24,14,0.01,1,-998
1982,12,9,49,14,0,0,-998
1982,12,10,49,29,0.12,0,-998
1982,12,11,35,24,0,0,-998
1982,12,12,60,25,0,0,-998
1982,12,13,56,26,0,0,-998
1982,12,14,47,29,0,0,-998
1982,12,15,44,25,0,0,-998
1982,12,16,53,27,0,0,-998
1982,12,17,69,34,0,0,-998
1982,12,18,56,34,0,0,-998
1982,12,19,55,24,0,0,-998
1982,12,20,63,31,0,0,-998
1982,12,21,66,37,0,0,-998
1982,12,22,57,43,0,0,-998
1982,12,23,51,31,0,0,-998
1982,12,24,41,24,1.14,18,-998
